date,total_equity,cash,market_value,positions_count,repo_profit
2020-01-14,993178.0252973668,993178.0252973668,0.0,0,862.5700130868511
2020-01-15,993216.1197969673,993216.1197969673,0.0,0,900.664512687298
2020-01-16,993254.2157577266,993254.2157577266,0.0,0,938.7604734466338
2020-01-17,993292.3131797009,993292.3131797009,0.0,0,976.8578954209028
2020-01-20,993330.4120629461,993330.4120629461,0.0,0,1014.9567786661515
2020-01-21,993368.5124075185,993368.5124075185,0.0,0,1053.0571232384289
2020-01-22,993406.6142134739,993406.6142134739,0.0,0,1091.1589291937858
2020-01-23,989852.4754082086,796219.4754082086,193633.0,1,1121.697682928478
2020-02-03,969943.0690556869,969943.0690556869,0.0,0,1158.899551806876
2020-02-04,969980.2723514864,969980.2723514864,0.0,0,1196.1028476062722
2020-02-05,970017.4770742615,970017.4770742615,0.0,0,1233.3075703813977
2020-02-06,970052.0781313947,776102.0781313947,193949.99999999997,1,1263.074727514657
2020-02-07,971431.8464302819,776131.8464302819,195300.0,1,1292.8430264018887
2020-02-10,971011.6158709669,776161.6158709669,194850.0,1,1322.6124670868858
2020-02-11,970591.3864534935,776191.3864534935,194400.0,1,1352.3830496134435
2020-02-12,971071.1581779054,776221.1581779054,194850.0,1,1382.1547740253584
2020-02-13,967500.9310442464,776250.9310442464,191250.0,1,1411.9276403664287
2020-02-14,967080.7050525604,776280.7050525604,190800.0,1,1441.7016486804546
2020-02-17,970710.4802028912,776310.4802028912,194400.0,1,1471.4767990112377
2020-02-18,971190.2564952825,776340.2564952825,194850.0,1,1501.2530914025815
2020-02-19,969870.0339297783,776370.0339297783,193500.0,1,1531.030525898291
2020-02-20,973049.8125064222,776399.8125064222,196650.0,1,1560.809102542173
2020-02-21,973529.592225258,776429.592225258,197100.0,1,1590.5888213780356
2020-02-24,970859.3730863297,776459.3730863297,194400.0,1,1620.3696824496894
2020-02-25,968189.1550896809,776489.1550896809,191700.0,1,1650.1516858009459
2020-02-26,970018.9382353555,776518.9382353555,193500.0,1,1679.9348314756185
2020-02-27,969598.7225233974,776548.7225233974,193050.0,1,1709.7191195175226
2020-02-28,961978.5079538503,776578.5079538503,185400.0,1,1739.5045499704747
2020-03-02,966508.2945267581,776608.2945267581,189900.0,1,1769.2911228782937
2020-03-03,966988.0822421646,776638.0822421646,190350.00000000003,1,1799.0788382847995
2020-03-04,969717.8711001136,776667.8711001136,193050.0,1,1828.867696233814
2020-03-05,969567.0116454253,969567.0116454253,0.0,0,1866.0551415455993
2020-03-06,969604.2005171049,969604.2005171049,0.0,0,1903.24401322515
2020-03-09,969641.3908152069,969641.3908152069,0.0,0,1940.434311327176
2020-03-10,969678.5825397861,969678.5825397861,0.0,0,1977.6260359063892
2020-03-11,969715.7756908973,969715.7756908973,0.0,0,2014.8191870175044
2020-03-12,969752.970268595,969752.970268595,0.0,0,2052.0137647152374
2020-03-13,969790.1662729341,969790.1662729341,0.0,0,2089.209769054307
2020-03-16,969827.3637039692,969827.3637039692,0.0,0,2126.407200089433
2020-03-17,969864.5625617551,969864.5625617551,0.0,0,2163.6060578753386
2020-03-18,969901.7628463465,969901.7628463465,0.0,0,2200.8063424667484
2020-03-19,969938.9645577981,969938.9645577981,0.0,0,2238.008053918389
2020-03-20,969976.1676961647,969976.1676961647,0.0,0,2275.2111922849895
2020-03-23,970013.372261501,970013.372261501,0.0,0,2312.4157576212806
2020-03-24,966013.8807104192,776486.8807104192,189527.0,1,2342.197673739418
2020-03-25,986288.7020304292,581982.7020304292,404306.0,2,2364.519441749483
2020-03-26,972533.0204434292,503.0204434291809,972030.0,5,2364.519441749483
2020-03-27,979670.0204434292,503.0204434291809,979167.0,5,2364.519441749483
2020-03-30,966559.5240850784,183361.52408507833,783198.0,4,2371.5522167586364
2020-03-31,977529.0965304713,1905.0965304713795,975624.0,5,2371.625286151664
2020-04-01,978810.1696026671,1905.1696026670688,976905.0,5,2371.6983583473534
2020-04-02,992298.2426776655,1905.2426776655273,990393.0,5,2371.771433345812
2020-04-03,979748.3157554668,1905.3157554668624,977843.0,5,2371.8445111471474
2020-04-07,1003181.3888360711,1905.3888360711817,1001276.0,5,2371.9175917514667
2020-04-08,993907.4619194786,1905.4619194785926,992002.0,5,2371.990675158878
2020-04-09,985294.5350056892,1905.5350056892028,983389.0,5,2372.063761369488
2020-04-10,979750.6080947032,1905.6080947031196,977845.0,5,2372.136850383405
2020-04-13,957125.6811865205,1905.6811865204506,955220.0,5,2372.2099422007364
2020-04-14,995924.7542811413,1905.7542811413034,994019.0,5,2372.283036821589
2020-04-15,994482.8273785658,1905.8273785657855,992577.0,5,2372.356134246071
2020-04-16,1008089.900478794,1905.9004787940044,1006184.0,5,2372.4292344742903
2020-04-17,1039981.9735818261,1905.9735818260676,1038076.0,5,2372.502337506354
2020-04-20,1029991.0466876621,1906.0466876620828,1028085.0,5,2372.575443342369
2020-04-21,1013631.1197963022,1906.1197963021575,1011725.0,5,2372.6485519824437
2020-04-22,1026275.1929077464,1906.1929077463992,1024369.0,5,2372.7216634266856
2020-04-23,1025522.7823596261,223166.78235962617,802356.0,4,2381.281156906483
2020-04-24,1024471.7041292249,639428.7041292249,385043.0,2,2405.806248705179
2020-04-27,1021260.230161712,639453.230161712,381807.0,2,2430.332281192327
2020-04-28,1017047.7571349237,639477.7571349237,377570.0,2,2454.8592544040093
2020-04-29,1018632.3549402081,405907.3549402082,612725.0,3,2470.4277064884855
2020-04-30,1027250.9239894388,405922.9239894388,621328.0,3,2485.996755719069
2020-05-06,1028334.4936358384,405938.4936358384,622396.0,3,2501.566402118664
2020-05-07,1032464.0638794298,405954.0638794299,626510.0,3,2517.136645710176
2020-05-08,1039591.6347202363,405969.63472023624,633622.0,3,2532.70748651651
2020-05-11,1040706.2061582804,405985.2061582803,634721.0,3,2548.278924560574
2020-05-12,1035900.778193585,406000.778193585,629900.0,3,2563.8509598652754
2020-05-13,1042014.3508261733,406016.35082617326,635998.0,3,2579.4235924535224
2020-05-14,1034067.924056068,406031.92405606795,628036.0,3,2594.996822348225
2020-05-15,1037424.497883292,406047.49788329203,631377.0,3,2610.5706495722934
2020-05-18,1035702.0723078684,406063.0723078684,629639.0,3,2626.1450741486387
2020-05-19,1037243.6473298199,406078.6473298199,631165.0,3,2641.7200961001736
2020-05-20,1036022.2229491696,406094.2229491696,629928.0,3,2657.2957154498104
2020-05-21,1029999.7991659401,406109.7991659402,623890.0,3,2672.8719322204633
2020-05-22,1022660.3837764347,203436.38377643476,819224.0,4,2680.6746723150077
2020-05-25,1034056.1868158125,203444.18681581249,830612.0,4,2688.477711692734
2020-05-26,1036892.9901544849,203451.99015448487,833441.0,4,2696.2810503651212
2020-05-27,1031466.5568913259,407518.5568913259,623948.0,3,2711.9112996061876
2020-05-28,1030434.1877400833,407534.1877400834,622900.0,3,2727.5421483636633
2020-05-29,1037233.7465802091,202683.74658020912,834550.0,4,2735.316021289422
2020-06-01,1036623.2799485553,618689.2799485553,417934.0,2,2759.045658835598
2020-06-02,1044692.7716989229,414632.7716989229,630060.0,3,2774.948771603286
2020-06-03,1039772.675421673,414648.675421673,625124.0,3,2790.8524943533816
2020-06-04,1040083.5797544289,414664.5797544289,625419.0,3,2806.7568271092814
2020-06-05,1028383.484697214,414680.484697214,613703.0,3,2822.661769894383
2020-06-08,1034676.3902500516,414696.3902500517,619980.0,3,2838.567322732084
2020-06-09,1033088.2964129654,414712.2964129654,618376.0,3,2854.4734856457844
2020-06-10,1032517.2031859786,414728.2031859785,617789.0,3,2870.3802586588845
2020-06-11,1012223.1105691144,414744.11056911445,597479.0,3,2886.287641794785
2020-06-12,1009301.8894438518,608081.8894438518,401220.0,2,2909.6104361320267
2020-06-15,1013712.213132762,608105.213132762,405607.0,2,2932.9341250422017
2020-06-16,1026416.5377162794,608128.5377162794,418288.0,2,2956.258708559623
2020-06-17,1027458.8631944384,608151.8631944384,419307.0,2,2979.5841867186036
2020-06-18,1047624.1895672732,608175.1895672732,439449.0,2,3002.910559553459
2020-06-19,1051306.1377309854,825757.1377309854,225549.0,1,3034.582221265705
2020-06-22,1047746.8106075011,825788.8106075011,221958.0,1,3066.255097781414
2020-06-23,1035352.4846988668,825820.4846988668,209532.0,1,3097.929189147181
2020-06-24,1034757.1600051293,825852.1600051293,208905.0,1,3129.6044954096037
2020-06-29,1032109.836526335,825883.836526335,206226.0,1,3161.28101661528
2020-06-30,1037043.5142625305,825915.5142625305,211128.0,1,3192.9587528108104
2020-07-01,1035080.1932137625,825947.1932137625,209133.0,1,3224.637704042798
2020-07-02,1030737.3485413815,1030737.3485413815,0.0,0,3264.1713188618987
2020-07-03,1030776.8836725585,1030776.8836725585,0.0,0,3303.7064500388283
2020-07-06,1030816.4203201514,1030816.4203201514,0.0,0,3343.2430976317482
2020-07-07,1030855.9584842185,1030855.9584842185,0.0,0,3382.7812616988226
2020-07-08,1030895.4981648178,1030895.4981648178,0.0,0,3422.3209422982172
2020-07-09,1030935.0393620076,1030935.0393620076,0.0,0,3461.8621394881006
2020-07-10,1030974.5820758461,1030974.5820758461,0.0,0,3501.404853326643
2020-07-13,1031014.1263063916,1031014.1263063916,0.0,0,3540.949083872018
2020-07-14,1031053.672053702,1031053.672053702,0.0,0,3580.4948311824
2020-07-15,1031093.2193178355,1031093.2193178355,0.0,0,3620.042095315967
2020-07-16,1031132.7680988505,1031132.7680988505,0.0,0,3659.5908763308976
2020-07-17,1031172.318396805,1031172.318396805,0.0,0,3699.141174285374
2020-07-20,1031211.8702117571,1031211.8702117571,0.0,0,3738.69298923758
2020-07-21,1031251.4235437652,1031251.4235437652,0.0,0,3778.2463212457023
2020-07-22,1031290.9783928874,1031290.9783928874,0.0,0,3817.801170367929
2020-07-23,1031330.5347591819,1031330.5347591819,0.0,0,3857.357536662451
2020-07-24,1031370.0926427069,1031370.0926427069,0.0,0,3896.9154201874608
2020-07-27,1031409.6520435206,1031409.6520435206,0.0,0,3936.4748210011535
2020-07-28,1031449.2129616812,1031449.2129616812,0.0,0,3976.0357391617267
2020-07-29,1031488.7753972468,1031488.7753972468,0.0,0,4015.5981747273804
2020-07-30,1031528.3393502758,1031528.3393502758,0.0,0,4055.162127756316
2020-07-31,1031567.9048208263,1031567.9048208263,0.0,0,4094.7275983067375
2020-08-03,1031607.4718089564,1031607.4718089564,0.0,0,4134.294586436851
2020-08-04,1031647.0403147243,1031647.0403147243,0.0,0,4173.863092204866
2020-08-05,1031686.6103381885,1031686.6103381885,0.0,0,4213.433115668992
2020-08-06,1031726.1818794069,1031726.1818794069,0.0,0,4253.004656887443
2020-08-07,1031765.754938438,1031765.754938438,0.0,0,4292.5777159184345
2020-08-10,1031805.3295153397,1031805.3295153397,0.0,0,4332.152292820183
2020-08-11,1031844.9056101704,1031844.9056101704,0.0,0,4371.728387650908
2020-08-12,1031884.4832229883,1031884.4832229883,0.0,0,4411.306000468832
2020-08-13,1031924.0623538516,1031924.0623538516,0.0,0,4450.88513133218
2020-08-14,1031963.6430028186,1031963.6430028186,0.0,0,4490.465780299177
2020-08-17,1032003.2251699475,1032003.2251699475,0.0,0,4530.047947428052
2020-08-18,1032042.8088552965,1032042.8088552965,0.0,0,4569.631632777036
2020-08-19,1032082.3940589238,1032082.3940589238,0.0,0,4609.216836404363
2020-08-20,1032121.9807808878,1032121.9807808878,0.0,0,4648.803558368267
2020-08-21,1032161.5690212465,1032161.5690212465,0.0,0,4688.391798726986
2020-08-24,1032201.1587800583,1032201.1587800583,0.0,0,4727.98155753876
2020-08-25,1032240.7500573813,1032240.7500573813,0.0,0,4767.572834861831
2020-08-26,1032280.342853274,1032280.342853274,0.0,0,4807.165630754444
2020-08-27,1032319.9371677943,1032319.9371677943,0.0,0,4846.759945274843
2020-08-28,1032359.5330010008,1032359.5330010008,0.0,0,4886.355778481278
2020-08-31,1032399.1303529515,1032399.1303529515,0.0,0,4925.953130432002
2020-09-01,1032438.7292237048,1032438.7292237048,0.0,0,4965.552001185266
2020-09-02,1032478.3296133188,1032478.3296133188,0.0,0,5005.152390799326
2020-09-03,1032517.9315218519,1032517.9315218519,0.0,0,5044.75429933244
2020-09-04,1032557.5349493624,1032557.5349493624,0.0,0,5084.357726842867
2020-09-07,1032597.1398959084,1032597.1398959084,0.0,0,5123.96267338887
2020-09-08,1032636.7463615483,1032636.7463615483,0.0,0,5163.569139028713
2020-09-09,1032676.3543463403,1032676.3543463403,0.0,0,5203.177123820663
2020-09-10,1032715.9638503427,1032715.9638503427,0.0,0,5242.7866278229885
2020-09-11,1032755.5748736137,1032755.5748736137,0.0,0,5282.39765109396
2020-09-14,1032795.1874162116,1032795.1874162116,0.0,0,5322.010193691852
2020-09-15,1032834.8014781947,1032834.8014781947,0.0,0,5361.624255674939
2020-09-16,1032874.4170596212,1032874.4170596212,0.0,0,5401.239837101501
2020-09-17,1029955.1500210017,826843.1500210017,203112.0,1,5432.95315248199
2020-09-18,1047395.5129538471,9955.512953847108,1037440.0,5,5433.334993127428
2020-09-21,1040673.8948091385,9955.894809138488,1030718.0,5,5433.716848418809
2020-09-22,1033622.2766790764,9956.276679076373,1023666.0,5,5434.098718356693
2020-09-23,1047230.6585636613,9956.658563661324,1037274.0,5,5434.480602941644
2020-09-24,1032677.0404628939,9957.040462893903,1022720.0,5,5434.862502174223
2020-09-25,1052320.4223767747,9957.422376774672,1042363.0,5,5435.244416054991
2020-09-28,1024044.7806308673,1950.7806308673146,1022094.0,5,5435.319237647675
2020-09-29,1031899.8554553299,1950.8554553298684,1029949.0,5,5435.394062110229
2020-09-30,1022229.9302826624,1950.9302826624016,1020279.0,5,5435.468889442763
2020-10-09,1037410.0811144224,402.0811144223844,1037008.0,5,5435.468889442763
2020-10-12,1060355.0811144223,402.0811144223844,1059953.0,5,5435.468889442763
2020-10-13,1056816.0811144223,402.0811144223844,1056414.0,5,5435.468889442763
2020-10-14,1036783.0811144224,402.0811144223844,1036381.0,5,5435.468889442763
2020-10-15,1040586.0811144224,402.0811144223844,1040184.0,5,5435.468889442763
2020-10-16,1034475.0811144224,402.0811144223844,1034073.0,5,5435.468889442763
2020-10-19,1003581.3623657429,184994.3623657429,818587.0,4,5442.564291463289
2020-10-20,1017522.4580399159,185001.45803991586,832521.0,4,5449.659965636221
2020-10-21,1004619.5539862516,185008.55398625165,819611.0,4,5456.755911971999
2020-10-22,1007781.6502047607,185015.65020476072,822766.0,4,5463.852130481061
2020-10-23,993915.6772319607,303.6772319607262,993612.0,5,5463.852130481061
2020-10-26,986093.7978686661,401514.7978686661,584579.0,3,5479.252107386498
2020-10-27,979059.5745911481,10876.57459114809,968183.0,5,5479.669275068494
2020-10-28,986485.9917748311,10876.991774831038,975609.0,5,5480.0864587514425
2020-10-29,990264.4089745155,10877.408974515552,979387.0,5,5480.503658435957
2020-10-30,974578.4996403686,196461.49964036862,778117.0,4,5488.038878989046
2020-11-02,959108.2454115532,167554.24541155316,791554.0,4,5494.4653706736435
2020-11-03,964567.2419563411,3251.2419563410403,961316.0,5,5494.590071061543
2020-11-04,969606.366661512,3251.3666615119687,966355.0,5,5494.714776232471
2020-11-05,998411.4913714661,3251.491371466109,995160.0,5,5494.839486186612
2020-11-06,983314.6160862036,3251.6160862036445,980063.0,5,5494.964200924148
2020-11-09,1011471.7408057248,3251.740805724759,1008220.0,5,5495.088920445262
2020-11-10,983054.8655300296,3251.865530029636,979803.0,5,5495.21364475014
2020-11-11,956274.3215848797,183955.3215848797,772319.0,4,5502.269194680248
2020-11-12,960208.3774054337,183962.37740543365,776246.0,4,5509.325015234189
2020-11-13,940042.8185589303,365206.8185589303,574836.0,3,5523.332410730868
2020-11-16,944840.9964566764,576494.9964566764,368346.0,2,5545.443699477035
2020-11-17,948787.1085935268,576517.1085935268,372270.0,2,5567.555836327428
2020-11-18,954881.2215785139,576539.2215785139,378342.0,2,5589.668821314576
2020-11-19,955281.3354116703,576561.3354116703,378720.0,2,5611.782654471012
2020-11-20,954487.4500930285,576583.4500930285,377904.0,2,5633.897335829268
2020-11-23,956860.3167075751,386662.3167075751,570198.0,3,5648.727650375849
2020-11-24,959952.013252298,584588.013252298,375364.0,2,5671.149344298637
2020-11-25,955562.435806231,584610.435806231,370952.0,2,5693.571898231601
2020-11-26,958970.8592202071,584632.8592202071,374338.0,2,5715.99531220773
2020-11-27,960082.2834942593,584655.2834942593,375427.0,2,5738.419586260013
2020-11-30,958634.7086284207,584677.7086284207,373957.0,2,5760.844720421436
2020-12-01,954335.3694278853,755585.3694278853,198750.0,1,5789.824965485983
2020-12-02,956489.3507845209,755614.3507845209,200875.0,1,5818.8063221215725
2020-12-03,950393.3332527701,755643.3332527701,194750.0,1,5847.7887903708415
2020-12-04,950797.3168326757,755672.3168326757,195125.0,1,5876.772370276427
2020-12-07,955826.3015242802,755701.3015242802,200125.00000000003,1,5905.757061880968
2020-12-08,956855.2873276264,755730.2873276264,201125.0,1,5934.742865227105
2020-12-09,950134.2742427568,755759.2742427568,194375.0,1,5963.729780357479
2020-12-10,960663.262269714,755788.262269714,204875.0,1,5992.717807314736
2020-12-11,968067.2514085408,755817.2514085408,212250.0,1,6021.706946141519
2020-12-14,985346.2416592797,755846.2416592797,229500.0,1,6050.697196880477
2020-12-15,984250.2330219735,755875.2330219735,228375.0,1,6079.688559574258
2020-12-16,992007.2095291915,992007.2095291915,0.0,0,6117.736691792224
2020-12-17,992045.2591207898,992045.2591207898,0.0,0,6155.786283390604
2020-12-18,992083.3101718246,992083.3101718246,0.0,0,6193.837334425374
2020-12-21,990188.3254516262,793698.3254516262,196490.0,1,6224.279390226858
2020-12-22,980782.6845464221,596142.6845464221,384640.0,2,6247.144260022674
2020-12-23,980794.0167169572,400958.0167169572,579836.0,3,6262.522881757833
2020-12-24,972487.892543202,199502.89254320206,772985.0,4,6270.174754002746
2020-12-25,976343.5447089435,199510.54470894343,776833.0,4,6277.82691974413
2020-12-28,981338.5320798324,383217.53207983234,598121.0,3,6292.525110633021
2020-12-29,983429.2308344875,383232.2308344875,600197.0,3,6307.223865288138
2020-12-30,986686.2504449019,187548.25044490187,799138.0,4,6314.417220902522
2020-12-31,1009447.8413805125,1745.8413805124621,1007702.0,5,6314.484182113125
2021-01-04,1027190.9083442914,1745.9083442914407,1025445.0,5,6314.551145892104
2021-01-05,1042154.9753106389,1745.975310638893,1040409.0,5,6314.618112239556
2021-01-06,1057381.4924085499,244740.49240854976,812641.0,4,6324.005058750428
2021-01-07,1060136.4663086478,34595.466308647694,1025541.0,5,6325.3319572483515
2021-01-08,1062446.7932580404,34596.79325804036,1027850.0,5,6326.6589066410115
2021-01-11,1036553.1202583297,34598.120258329705,1001955.0,5,6327.985906930361
2021-01-12,1083475.4473095178,34599.447309517695,1048876.0,5,6329.312958118352
2021-01-13,1058087.7744116064,34600.77441160628,1023487.0,5,6330.640060206936
2021-01-14,1041444.1015645975,34602.10156459741,1006842.0,5,6331.967213198066
2021-01-15,1043173.428768493,34603.42876849304,1008570.0,5,6333.294417093694
2021-01-18,1042716.7560232951,34604.756023295115,1008112.0,5,6334.621671895774
2021-01-19,1047942.0833290056,34606.083329005596,1013336.0,5,6335.948977606256
2021-01-20,1042815.651849383,230262.65184938302,812553.0,4,6344.780630983638
2021-01-21,1043215.3352030556,430633.33520305564,612582.0,3,6361.297440456268
2021-01-22,1029519.8526460498,430649.85264604975,598870.0,3,6377.814883450358
2021-01-25,1028676.3707225895,430666.3707225896,598010.0,3,6394.332959990206
2021-01-26,1008385.7828498683,226230.78284986832,782155.0,4,6403.009972268908
2021-01-27,1005430.4224657308,417698.4224657308,587732.0,3,6419.030667131353
2021-01-28,1014181.9566781009,216306.95667810086,797875.0,4,6427.3270541014235
2021-01-29,995360.3155832004,586606.3155832004,408754.0,2,6449.826159390987
2021-02-01,991938.8155514693,586628.8155514693,405310.0,2,6472.326127659932
2021-02-02,990421.0116255193,579781.0116255193,410640.0,2,6494.563450509898
2021-02-03,980807.2498013077,579803.2498013077,401004.0,2,6516.801626298274
2021-02-04,971729.0137176712,585850.0137176712,385879.0,2,6539.271723861784
2021-02-05,967103.252720528,391651.2527205281,575452.0,3,6554.29338751876
2021-02-08,962378.2384546499,575586.2384546499,386792.0,2,6576.369821130525
2021-02-09,966082.315735029,575608.315735029,390474.0,2,6598.447101509608
2021-02-10,964438.3938622079,575630.3938622079,388808.0,2,6620.525228688486
2021-02-18,960487.2887715399,381880.28877154,578607.0,3,6635.1721300204945
2021-02-19,973718.9362346709,381894.9362346709,591824.0,3,6649.819593151457
2021-02-22,963460.5842596224,381909.5842596224,581551.0,3,6664.4676181029245
2021-02-23,965501.6731820768,564979.6731820768,400522.0,2,6686.137240157282
2021-02-24,963510.3436352947,565001.3436352947,398509.0,2,6707.8076933752245
2021-02-25,964527.0149197081,565023.0149197081,399504.0,2,6729.4789777886335
2021-02-26,962075.6870353488,565044.6870353488,397031.0,2,6751.151093429389
2021-03-01,961909.3599822489,565066.3599822489,396843.0,2,6772.824040329375
2021-03-02,955322.03376044,565088.03376044,390234.0,2,6794.4978185204745
2021-03-03,959508.708369954,565109.708369954,394399.0,2,6816.172428034573
2021-03-04,944402.9429771033,375962.9429771033,568440.0,3,6830.592371383813
2021-03-05,944831.9859874313,548578.9859874313,396253.0,2,6851.632950111818
2021-03-08,935138.0928840733,360077.09288407327,575061.0,3,6865.44359655381
2021-03-09,923854.4092570735,538187.4092570735,385667.0,2,6886.085609543994
2021-03-10,919423.5911706105,722456.5911706105,196966.99999999997,1,6913.795210480913
2021-03-11,924197.0928161542,360291.09281615424,563906.0,3,6927.614064824654
2021-03-12,916191.0849327549,197623.0849327549,718568.0,4,6935.193837625309
2021-03-15,870481.0263862351,357196.02638623514,513285.0,3,6948.893981645559
2021-03-16,873404.7569308006,522652.7569308006,350752.0,2,6968.940167811106
2021-03-17,885861.1366680006,15.136668000661302,885846.0,5,6968.940167811106
2021-03-18,883674.1366680006,15.136668000661302,883659.0,5,6968.940167811106
2021-03-19,866278.1366680006,15.136668000661302,866263.0,5,6968.940167811106
2021-03-22,878043.1366680006,15.136668000661302,878028.0,5,6968.940167811106
2021-03-23,865034.9557545607,470.95575456062215,864564.0,5,6968.940167811106
2021-03-24,863708.1091176984,165270.10911769833,698438.0,4,6975.279052148824
2021-03-25,869499.4482451713,165276.44824517134,704223.0,4,6981.618179621832
2021-03-26,889571.2901817714,960.2901817713573,888611.0,5,6981.618179621832
2021-03-29,882154.2901817714,960.2901817713573,881194.0,5,6981.618179621832
2021-03-30,874229.5749096789,171107.57490967886,703122.0,4,6988.180958169327
2021-03-31,858524.1040526789,120.10405267885653,858404.0,5,6988.180958169327
2021-04-01,856079.1040526789,120.10405267885653,855959.0,5,6988.180958169327
2021-04-02,851941.1604081271,161657.1604081271,690284.0,4,6994.381268967581
2021-04-06,851495.3609567455,161663.36095674548,689832.0,4,7000.581817585975
2021-04-07,846040.5617431931,161669.56174319313,684371.0,4,7006.782604033631
2021-04-08,841793.7627674792,161675.76276747917,680118.0,4,7012.983628319672
2021-04-09,836817.9640296127,161681.96402961272,675136.0,4,7019.184890453219
2021-04-12,817692.3891089255,326307.3891089255,491385.0,3,7031.700310265952
2021-04-13,820791.4960611562,654367.4960611562,166424.0,1,7056.798374846642
2021-04-14,823798.5950884024,654392.5950884024,169406.0,1,7081.8974020928235
2021-04-15,819039.5630546043,490664.56305460434,328375.0,2,7100.716690894799
2021-04-16,826116.4438371104,328298.44383711036,497818.0,3,7113.308477000865
2021-04-19,845955.4022427103,221.40224271037732,845734.0,5,7113.308477000865
2021-04-20,833045.4022427103,221.40224271037732,832824.0,5,7113.308477000865
2021-04-21,830486.4022427103,221.40224271037732,830265.0,5,7113.308477000865
2021-04-22,837587.4022427103,221.40224271037732,837366.0,5,7113.308477000865
2021-04-23,846300.4022427103,221.40224271037732,846079.0,5,7113.308477000865
2021-04-26,833103.892044069,187545.892044069,645558.0,4,7120.5017421595085
2021-04-27,825549.1806969643,340957.1806969642,484592.0,3,7133.579050234699
2021-04-28,829077.2585066347,340970.2585066348,488107.0,3,7146.656859905267
2021-04-29,834319.33681792,340983.33681792,493336.0,3,7159.735171190453
2021-04-30,825333.59739014,174806.59739014003,650527.0,4,7166.439824610492
2021-05-06,821984.4519175051,329393.4519175051,492591.0,3,7179.073609415582
2021-05-07,822688.0861868937,329406.08618689375,493282.0,3,7191.707878804198
2021-05-10,826626.7209408844,329418.7209408845,497208.0,3,7204.342632794928
2021-05-11,835060.6318124845,449.63181248446926,834611.0,5,7204.342632794928
2021-05-12,833946.6318124845,449.63181248446926,833497.0,5,7204.342632794928
2021-05-13,829538.6318124845,449.63181248446926,829089.0,5,7204.342632794928
2021-05-14,867264.6318124845,449.63181248446926,866815.0,5,7204.342632794928
2021-05-17,853531.6318124845,449.63181248446926,853082.0,5,7204.342632794928
2021-05-18,857163.3936900228,166897.3936900228,690266.0,4,7210.743931133239
2021-05-19,855315.7952338904,166903.79523389036,688412.0,4,7217.1454750008015
2021-05-20,857132.8213655812,336758.82136558124,520374.0,3,7230.061756291706
2021-05-21,848906.7381422911,336771.73814229114,512135.0,3,7242.978533001618
2021-05-24,851176.655414439,336784.65541443904,514392.0,3,7255.895805149542
2021-05-25,869519.7123704161,174017.71237041615,695502.0,4,7262.570201126644
2021-05-26,873990.3757444161,910.3757444161456,873080.0,5,7262.570201126644
2021-05-27,887460.3757444161,910.3757444161456,886550.0,5,7262.570201126644
2021-05-28,881617.3757444161,910.3757444161456,880707.0,5,7262.570201126644
2021-05-31,879343.3757444161,910.3757444161456,878433.0,5,7262.570201126644
2021-06-01,867830.3757444161,910.3757444161456,866920.0,5,7262.570201126644
2021-06-02,873256.4249750888,171251.4249750888,702005.0,4,7269.138496999271
